12.0	0.047 	-0.065	0.021 	0.02  	0.638 	0.443 	-0.505	-0.01 	-0.077	0.024 	-0.031	0.049 	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
13.0	0.289 	-0.201	0.312 	0.138 	0.043 	0.053 	-0.042	-0.07 	0.031 	0.254 	-0.546	0.108 	0.031 	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
14.0	0.002 	-0.003	0.003 	0.005 	-0.002	0.0   	0.0   	0.004 	0.003 	0.004 	-0.001	0.005 	-0.002	-0.002	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
15.0	-0.004	0.001 	-0.007	0.003 	-0.002	-0.001	0.002 	-0.012	-0.001	0.003 	0.001 	-0.002	-0.002	-0.005	-0.002	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
16.0	0.237 	0.268 	0.326 	0.119 	-0.012	0.009 	0.001 	0.004 	0.026 	0.232 	0.532 	-0.002	-0.006	-0.002	-0.003	-0.001	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
17.0	-0.001	-0.008	-0.001	0.012 	-0.003	-0.001	0.002 	-0.001	0.008 	0.01  	-0.002	0.012 	-0.003	0.0   	0.557 	-0.004	-0.003	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
18.0	-0.001	-0.002	0.0   	-0.003	0.0   	-0.002	0.0   	-0.001	-0.002	0.0   	-0.006	0.0   	0.0   	0.001 	0.001 	-0.208	-0.004	0.0   	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
19.0	0.078 	0.296 	-0.162	0.359 	0.012 	0.055 	-0.024	-0.329	0.118 	0.257 	0.024 	0.09  	0.001 	-0.009	-0.002	0.005 	0.045 	-0.001	-0.003	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
20.0	0.001 	-0.017	-0.002	0.006 	-0.001	0.0   	0.0   	-0.002	0.002 	0.006 	-0.005	0.009 	0.0   	0.001 	0.0   	0.032 	-0.003	0.001 	0.023 	-0.004	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
21.0	0.063 	-0.201	0.026 	0.619 	0.061 	0.127 	-0.073	-0.312	0.344 	0.762 	-0.106	0.432 	-0.001	0.226 	0.005 	0.004 	0.152 	0.013 	-0.005	0.248 	0.004 	0.999 	0.0   	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
22.0	-0.012	-0.241	-0.071	0.623 	0.078 	0.177 	-0.084	-0.353	0.244 	0.743 	-0.069	0.49  	-0.026	0.118 	0.007 	0.003 	0.091 	0.016 	-0.001	0.242 	0.006 	0.662 	0.999 	0.0   	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
23.0	0.01  	-0.159	-0.067	0.457 	0.05  	0.2   	-0.082	-0.328	0.082 	0.534 	-0.05 	0.258 	0.026 	0.099 	0.0   	0.004 	0.094 	-0.001	-0.004	0.258 	0.004 	0.458 	0.312 	0.999 	0.0   	0.0   	0.0   	0.0  	0.0   	0.0  
24.0	0.003 	0.0   	0.0   	0.001 	-0.002	-0.002	-0.004	0.0   	-0.003	-0.001	-0.001	0.002 	0.0   	-0.003	0.163 	0.001 	0.0   	0.177 	0.003 	-0.001	0.002 	-0.001	-0.003	0.001 	0.999 	0.0   	0.0   	0.0  	0.0   	0.0  
25.0	0.007 	0.002 	0.005 	0.005 	0.0   	0.0   	-0.003	0.003 	0.0   	0.004 	-0.005	0.003 	-0.001	0.005 	-0.001	-0.144	0.0   	0.0   	-0.223	0.006 	-0.225	0.006 	0.007 	0.001 	-0.007	0.999 	0.0   	0.0  	0.0   	0.0  
26.0	-0.006	-0.064	-0.044	0.119 	-0.013	0.198 	-0.056	-0.158	0.074 	0.228 	-0.03 	0.105 	0.024 	0.038 	-0.004	0.0   	0.035 	-0.001	-0.004	0.091 	0.001 	0.218 	0.21  	0.329 	-0.002	0.004 	0.999 	0.0  	0.0   	0.0  
27.0	0.001 	-0.001	-0.001	0.0   	-0.005	-0.005	0.006 	0.0   	0.002 	0.002 	-0.002	-0.003	0.001 	-0.001	0.08  	0.001 	-0.002	0.083 	-0.004	0.002 	-0.005	0.002 	-0.001	0.002 	-0.158	0.001 	0.003 	0.999	0.0   	0.0  
28.0	-0.003	0.003 	0.0   	-0.003	0.0   	-0.001	0.004 	0.003 	-0.004	-0.004	0.002 	-0.006	-0.002	-0.005	0.0   	-0.056	0.002 	0.002 	-0.076	-0.001	-0.07 	-0.003	-0.002	-0.006	0.0   	-0.042	-0.014	0.003	0.999 	0.0  
29.0	0.008 	-0.25 	-0.062	0.671 	0.113 	0.158 	-0.109	-0.37 	0.174 	0.878 	-0.071	0.481 	0.027 	0.131 	0.006 	0.003 	0.102 	0.012 	-0.001	0.285 	0.006 	0.73  	0.79  	0.547 	-0.001	0.003 	0.241 	0.001	-0.002	0.999
